client_id;nom_client;type_client;ville;code_postal;agence_rattachement;canal_acquisition;date_creation;profil_paiement
CLI-0486;William Moreau;Particulier;Bordeaux;33000;Bordeaux;Google Ads;2024-06-07;Bon payeur
CLI-0487;EHPAD Les Glycines 32;Professionnel;Bordeaux;33000;Bordeaux;Annuaire pro;2024-06-08;Bon payeur
CLI-0488;Hôtel Le Cardinal 30;Syndic;Toulouse;31000;Toulouse;Annuaire pro;2024-06-09;Lent
CLI-0489;Fanny Masson;Particulier;Bordeaux;33000;Bordeaux;Site web;2024-06-10;Standard
CLI-0490;Auto-école Conduite Plus 30;Syndic;Libourne;33500;Bordeaux;Bouche-à-oreille;2024-06-12;Litigieux
CLI-0491;Supérette Vival 58;Professionnel;Talence;33400;Bordeaux;Prospection;2024-06-13;Lent
CLI-0492;Camille Da Silva;Particulier;Bordeaux;33000;Bordeaux;Partenaire;2024-06-16;Standard
CLI-0493;Office HLM Aquitaine 72;Syndic;Mérignac;33700;Bordeaux;Annuaire pro;2024-06-17;Standard
CLI-0494;Mairie de Lattes 5;Professionnel;Talence;33400;Bordeaux;Bouche-à-oreille;2024-06-19;Lent
CLI-0495;Office HLM Aquitaine 7;Syndic;Pessac;33600;Bordeaux;Google Ads;2024-06-20;Bon payeur
CLI-0496;Clinique du Parc 40;Professionnel;Balma;31130;Toulouse;Google Ads;2024-06-21;Litigieux
CLI-0497;William Bonnet;Particulier;Muret;31600;Toulouse;Annuaire pro;2024-06-22;Standard
CLI-0498;Rachida Marchal;Particulier;Colomiers;31770;Toulouse;Site web;2024-06-24;Lent
CLI-0499;Boulangerie Marchetti 87;Professionnel;Pessac;33600;Bordeaux;Google Ads;2024-06-25;Standard
CLI-0500;Fanny Girard;Particulier;Talence;33400;Bordeaux;Bouche-à-oreille;2024-06-26;Bon payeur
CLI-0501;Damien Nguyen;Particulier;Bordeaux;33000;Bordeaux;Partenaire;2024-06-29;Bon payeur
CLI-0502;Ulysse Brun;Particulier;Colomiers;31770;Toulouse;Bouche-à-oreille;2024-06-30;Bon payeur
CLI-0503;Laure Moreau;Particulier;Pessac;33600;Bordeaux;Bouche-à-oreille;2024-07-02;Standard
CLI-0504;Boulangerie Marchetti 98;Professionnel;Talence;33400;Bordeaux;Bouche-à-oreille;2024-07-03;Standard
CLI-0505;Boulangerie Marchetti 82;Syndic;Bordeaux;33000;Bordeaux;Bouche-à-oreille;2024-07-07;Standard
CLI-0506;Office HLM Aquitaine 63;Professionnel;Pessac;33600;Bordeaux;Google Ads;2024-07-09;Bon payeur
CLI-0507;Cabinet comptable Serval 36;Syndic;Libourne;33500;Bordeaux;Site web;2024-07-11;Lent
CLI-0508;Kevin Perrin;Particulier;Talence;33400;Bordeaux;Bouche-à-oreille;2024-07-12;Lent
CLI-0509;Auto-école Conduite Plus 5;Collectivité;Mérignac;33700;Bordeaux;Annuaire pro;2024-07-14;Standard
CLI-0510;Yasmine Barbier;Particulier;Talence;33400;Bordeaux;Google Ads;2024-07-17;Bon payeur
CLI-0511;Pauline Blanc;Particulier;Toulouse;31000;Toulouse;Site web;2024-07-19;Standard
CLI-0512;CCAS de Muret 77;Professionnel;Tournefeuille;31170;Toulouse;Bouche-à-oreille;2024-07-23;Lent
CLI-0513;Groupe scolaire Jean-Jaurès 73;Professionnel;Bègles;33130;Bordeaux;Bouche-à-oreille;2024-07-25;Bon payeur
CLI-0514;Rachida Noel;Particulier;Balma;31130;Toulouse;Google Ads;2024-07-26;Standard
CLI-0515;Tiphaine Noel;Particulier;Mérignac;33700;Bordeaux;Site web;2024-07-27;Bon payeur
CLI-0516;Ulysse Nguyen;Particulier;Bègles;33130;Bordeaux;Google Ads;2024-07-28;Bon payeur
CLI-0517;Olivier Da Silva;Particulier;Muret;31600;Toulouse;Prospection;2024-07-30;Lent
CLI-0518;Résidence Belvédère 87;Professionnel;Tournefeuille;31170;Toulouse;Bouche-à-oreille;2024-07-31;Bon payeur
CLI-0519;CCAS de Muret 52;Syndic;Pessac;33600;Bordeaux;Google Ads;2024-08-02;Lent
CLI-0520;Serge Moreau;Particulier;Bègles;33130;Bordeaux;Annuaire pro;2024-08-03;Standard
CLI-0521;Béatrice Blanc;Particulier;Bègles;33130;Bordeaux;Google Ads;2024-08-04;Standard
CLI-0522;Mairie de Lattes 60;Professionnel;Bordeaux;33000;Bordeaux;Site web;2024-08-06;Bon payeur
CLI-0523;Office HLM Aquitaine 87;Syndic;Colomiers;31770;Toulouse;Bouche-à-oreille;2024-08-07;Lent
CLI-0524;Menuiserie Lacoste 75;Collectivité;Libourne;33500;Bordeaux;Prospection;2024-08-11;Bon payeur
CLI-0525;Gaëlle Barbier;Particulier;Pessac;33600;Bordeaux;Annuaire pro;2024-08-12;Bon payeur
CLI-1006;Serge Barbier;Particulier;Sète;34200;Montpellier;Bouche-à-oreille;2024-08-12;Standard
CLI-0991;Brasserie du Port 32;Professionnel;Lattes;34970;Montpellier;Bouche-à-oreille;2024-08-13;Bon payeur
CLI-0993;Cabinet dentaire Ansel 96;Collectivité;Castelnau-le-Lez;34170;Montpellier;Google Ads;2024-08-13;Standard
CLI-0997;Serge Chevalier;Particulier;Castelnau-le-Lez;34170;Montpellier;Partenaire;2024-08-13;Bon payeur
CLI-0526;Kevin Robin;Particulier;Bègles;33130;Bordeaux;Bouche-à-oreille;2024-08-14;Bon payeur
CLI-0983;Pharmacie Centrale 69;Professionnel;Montpellier;34000;Montpellier;Site web;2024-08-14;Bon payeur
CLI-0527;Inès Perrin;Particulier;Libourne;33500;Bordeaux;Annuaire pro;2024-08-15;Lent
CLI-0978;Inès Dupuis;Particulier;Castelnau-le-Lez;34170;Montpellier;Bouche-à-oreille;2024-08-15;Bon payeur
CLI-0528;Camille Renard;Particulier;Bordeaux;33000;Bordeaux;Site web;2024-08-16;Standard
CLI-0988;Pauline Faure;Particulier;Lattes;34970;Montpellier;Bouche-à-oreille;2024-08-16;Standard
CLI-1007;Cabinet comptable Serval 18;Professionnel;Lunel;34400;Montpellier;Google Ads;2024-08-16;Lent
CLI-0989;Office HLM Aquitaine 21;Syndic;Montpellier;34000;Montpellier;Bouche-à-oreille;2024-08-17;Bon payeur
CLI-0999;Franck Bonnet;Particulier;Lunel;34400;Montpellier;Prospection;2024-08-17;Bon payeur
CLI-1008;Cabinet vétérinaire Dorel 55;Professionnel;Castelnau-le-Lez;34170;Montpellier;Annuaire pro;2024-08-17;Bon payeur
CLI-0529;Groupe scolaire Jean-Jaurès 25;Professionnel;Colomiers;31770;Toulouse;Bouche-à-oreille;2024-08-18;Standard
CLI-0995;Alain Roussel;Particulier;Montpellier;34000;Montpellier;Bouche-à-oreille;2024-08-18;Lent
CLI-1005;Gérard Guerin;Particulier;Béziers;34500;Montpellier;Prospection;2024-08-18;Standard
CLI-0530;Camille Da Silva;Particulier;Toulouse;31000;Toulouse;Google Ads;2024-08-19;Bon payeur
CLI-0977;William Masson;Particulier;Lunel;34400;Montpellier;Partenaire;2024-08-19;Lent
CLI-0981;Hôtel Le Cardinal 84;Collectivité;Sète;34200;Montpellier;Annuaire pro;2024-08-19;Standard
CLI-1004;Serge Dupuis;Particulier;Lattes;34970;Montpellier;Partenaire;2024-08-19;Standard
CLI-0984;Clinique du Parc 10;Professionnel;Lunel;34400;Montpellier;Partenaire;2024-08-20;Standard
CLI-0990;Olivier Lemoine;Particulier;Lattes;34970;Montpellier;Google Ads;2024-08-20;Standard
CLI-1011;Valérie Perrin;Particulier;Sète;34200;Montpellier;Bouche-à-oreille;2024-08-20;Bon payeur
CLI-1014;Émile Barbier;Particulier;Sète;34200;Montpellier;Site web;2024-08-20;Standard
CLI-1001;CCAS de Muret 68;Syndic;Montpellier;34000;Montpellier;Bouche-à-oreille;2024-08-21;Standard
CLI-1013;Office HLM Aquitaine 98;Professionnel;Sète;34200;Montpellier;Site web;2024-08-21;Standard
CLI-0531;SARL Toitures Sud 25;Collectivité;Mérignac;33700;Bordeaux;Bouche-à-oreille;2024-08-22;Litigieux
CLI-0532;Nathalie Lefèvre;Particulier;Pessac;33600;Bordeaux;Partenaire;2024-08-23;Litigieux
CLI-1002;Valérie Moreau;Particulier;Castelnau-le-Lez;34170;Montpellier;Site web;2024-08-24;Bon payeur
CLI-0533;Boulangerie Marchetti 42;Professionnel;Libourne;33500;Bordeaux;Bouche-à-oreille;2024-08-25;Litigieux
CLI-1003;Cabinet Vergne Immobilier 3;Collectivité;Lattes;34970;Montpellier;Bouche-à-oreille;2024-08-25;Standard
CLI-1015;Delphine Dupuis;Particulier;Lunel;34400;Montpellier;Annuaire pro;2024-08-25;Bon payeur
CLI-0534;Camille Dupuis;Particulier;Colomiers;31770;Toulouse;Partenaire;2024-08-26;Standard
CLI-0987;Auto-école Conduite Plus 82;Collectivité;Montpellier;34000;Montpellier;Partenaire;2024-08-26;Bon payeur
CLI-0994;Ulysse Charpentier;Particulier;Sète;34200;Montpellier;Partenaire;2024-08-26;Lent
CLI-0998;Lycée Saint-Exupéry 69;Professionnel;Lunel;34400;Montpellier;Bouche-à-oreille;2024-08-26;Lent
CLI-0535;Mairie de Lattes 8;Professionnel;Talence;33400;Bordeaux;Site web;2024-08-27;Bon payeur
CLI-0985;Kevin Bonnet;Particulier;Béziers;34500;Montpellier;Annuaire pro;2024-08-27;Bon payeur
CLI-0986;Alain Dupuis;Particulier;Sète;34200;Montpellier;Bouche-à-oreille;2024-08-27;Bon payeur
CLI-0992;Camille Brun;Particulier;Montpellier;34000;Montpellier;Bouche-à-oreille;2024-08-27;Bon payeur
CLI-1009;Delphine Da Silva;Particulier;Sète;34200;Montpellier;Site web;2024-08-27;Bon payeur
CLI-1010;Cédric Poirier;Particulier;Castelnau-le-Lez;34170;Montpellier;Site web;2024-08-27;Standard
CLI-1016;Delphine Poirier;Particulier;Lunel;34400;Montpellier;Site web;2024-08-27;Standard
CLI-1017;Laure Girard;Particulier;Béziers;34500;Montpellier;Google Ads;2024-08-27;Bon payeur
CLI-0536;Gaëlle Chevalier;Particulier;Muret;31600;Toulouse;Partenaire;2024-08-28;Standard
CLI-0975;Ulysse Vidal;Particulier;Sète;34200;Montpellier;Partenaire;2024-08-28;Bon payeur
CLI-0980;Brasserie du Port 38;Professionnel;Lunel;34400;Montpellier;Bouche-à-oreille;2024-08-28;Bon payeur
CLI-0979;Franck Charpentier;Particulier;Lattes;34970;Montpellier;Partenaire;2024-08-29;Bon payeur
CLI-0537;Camille Masson;Particulier;Toulouse;31000;Toulouse;Google Ads;2024-08-30;Bon payeur
CLI-0982;Salle de sport Ironfit 13;Syndic;Sète;34200;Montpellier;Annuaire pro;2024-08-30;Standard
CLI-1019;Joëlle Faure;Particulier;Sète;34200;Montpellier;Annuaire pro;2024-08-30;Bon payeur
CLI-0976;Clinique du Parc 18;Professionnel;Béziers;34500;Montpellier;Bouche-à-oreille;2024-08-31;Bon payeur
CLI-0996;Salle de sport Ironfit 27;Syndic;Sète;34200;Montpellier;Bouche-à-oreille;2024-08-31;Bon payeur
CLI-1000;Pauline Barbier;Particulier;Castelnau-le-Lez;34170;Montpellier;Site web;2024-09-01;Bon payeur
CLI-1012;Clinique du Parc 97;Professionnel;Lattes;34970;Montpellier;Partenaire;2024-09-01;Standard
CLI-1018;Damien Colin;Particulier;Castelnau-le-Lez;34170;Montpellier;Bouche-à-oreille;2024-09-01;Bon payeur
CLI-0538;Tiphaine Marchal;Particulier;Pessac;33600;Bordeaux;Annuaire pro;2024-09-03;Bon payeur
CLI-0539;Elsa Nguyen;Particulier;Tournefeuille;31170;Toulouse;Site web;2024-09-05;Bon payeur
CLI-0540;Marc Gaillard;Particulier;Béziers;34500;Montpellier;Site web;2024-09-06;Bon payeur
CLI-0541;Boulangerie Marchetti 43;Professionnel;Blagnac;31700;Toulouse;Bouche-à-oreille;2024-09-07;Standard
CLI-0542;Cabinet vétérinaire Dorel 17;Professionnel;Castelnau-le-Lez;34170;Montpellier;Prospection;2024-09-15;Lent
CLI-0543;Quentin Lefèvre;Particulier;Lattes;34970;Montpellier;Bouche-à-oreille;2024-09-17;Bon payeur
CLI-0544;Office HLM Aquitaine 74;Syndic;Toulouse;31000;Toulouse;Partenaire;2024-09-19;Litigieux
CLI-0545;Mairie de Lattes 52;Syndic;Toulouse;31000;Toulouse;Partenaire;2024-09-20;Litigieux
CLI-0546;CCAS de Muret 73;Professionnel;Sète;34200;Montpellier;Site web;2024-09-23;Bon payeur
CLI-0547;Adrien Lemoine;Particulier;Lunel;34400;Montpellier;Bouche-à-oreille;2024-09-24;Lent
CLI-0548;Groupe scolaire Jean-Jaurès 57;Collectivité;Talence;33400;Bordeaux;Prospection;2024-09-25;Bon payeur
CLI-0549;Nathalie Léger;Particulier;Toulouse;31000;Toulouse;Annuaire pro;2024-09-28;Bon payeur
CLI-0550;Elsa Roussel;Particulier;Tournefeuille;31170;Toulouse;Bouche-à-oreille;2024-09-29;Standard
CLI-0551;Marc Da Silva;Particulier;Castelnau-le-Lez;34170;Montpellier;Partenaire;2024-10-01;Standard
CLI-0552;Hugo Charpentier;Particulier;Montpellier;34000;Montpellier;Bouche-à-oreille;2024-10-02;Bon payeur
CLI-0553;EHPAD Les Glycines 64;Professionnel;Colomiers;31770;Toulouse;Prospection;2024-10-04;Standard
CLI-0554;Cabinet comptable Serval 64;Syndic;Muret;31600;Toulouse;Site web;2024-10-05;Bon payeur
CLI-0555;Tiphaine Berger;Particulier;Balma;31130;Toulouse;Site web;2024-10-06;Standard
CLI-0556;Restaurant Le Bistrot 40;Professionnel;Lunel;34400;Montpellier;Bouche-à-oreille;2024-10-07;Bon payeur
CLI-0557;Cabinet vétérinaire Dorel 42;Professionnel;Bègles;33130;Bordeaux;Annuaire pro;2024-10-08;Standard
CLI-0558;William Perrin;Particulier;Béziers;34500;Montpellier;Prospection;2024-10-10;Standard
CLI-0559;Marc Faure;Particulier;Bordeaux;33000;Bordeaux;Google Ads;2024-10-11;Bon payeur
CLI-0560;Quentin Perrin;Particulier;Libourne;33500;Bordeaux;Bouche-à-oreille;2024-10-12;Bon payeur
CLI-0561;Émile Roussel;Particulier;Talence;33400;Bordeaux;Bouche-à-oreille;2024-10-14;Bon payeur
CLI-0562;Inès Vidal;Particulier;Muret;31600;Toulouse;Partenaire;2024-10-18;Bon payeur
CLI-0563;Béatrice Gaillard;Particulier;Colomiers;31770;Toulouse;Site web;2024-10-20;Bon payeur
CLI-0564;Pauline Girard;Particulier;Sète;34200;Montpellier;Prospection;2024-10-21;Standard
CLI-0565;Fanny Noel;Particulier;Bègles;33130;Bordeaux;Google Ads;2024-10-27;Bon payeur
CLI-0566;Franck Lefèvre;Particulier;Blagnac;31700;Toulouse;Bouche-à-oreille;2024-10-28;Standard
CLI-0567;Supérette Vival 62;Professionnel;Libourne;33500;Bordeaux;Partenaire;2024-10-31;Lent
CLI-0568;EHPAD Les Glycines 89;Syndic;Colomiers;31770;Toulouse;Bouche-à-oreille;2024-11-02;Lent
CLI-0569;Gérard Millet;Particulier;Lattes;34970;Montpellier;Site web;2024-11-07;Standard
CLI-0570;Kevin Millet;Particulier;Colomiers;31770;Toulouse;Google Ads;2024-11-10;Standard
CLI-0571;Valérie Léger;Particulier;Béziers;34500;Montpellier;Bouche-à-oreille;2024-11-12;Bon payeur
CLI-0572;Mairie de Lattes 90;Collectivité;Bègles;33130;Bordeaux;Google Ads;2024-11-13;Standard
CLI-0573;Kevin Berger;Particulier;Pessac;33600;Bordeaux;Google Ads;2024-11-15;Bon payeur
CLI-0574;Yasmine Barbier;Particulier;Colomiers;31770;Toulouse;Annuaire pro;2024-11-16;Standard
CLI-0575;Delphine Noel;Particulier;Béziers;34500;Montpellier;Site web;2024-11-18;Bon payeur
CLI-0576;EHPAD Les Glycines 64;Syndic;Montpellier;34000;Montpellier;Site web;2024-11-23;Bon payeur
CLI-0577;Supérette Vival 22;Syndic;Mérignac;33700;Bordeaux;Bouche-à-oreille;2024-11-24;Standard
CLI-0578;Hôtel Le Cardinal 93;Syndic;Montpellier;34000;Montpellier;Bouche-à-oreille;2024-11-26;Lent
CLI-0579;Cabinet Vergne Immobilier 66;Professionnel;Balma;31130;Toulouse;Prospection;2024-11-27;Lent
CLI-0580;Hélène Moreau;Particulier;Montpellier;34000;Montpellier;Partenaire;2024-11-28;Standard
CLI-0581;Ulysse Berger;Particulier;Béziers;34500;Montpellier;Bouche-à-oreille;2024-11-29;Bon payeur
CLI-0582;Olivier Dubois;Particulier;Toulouse;31000;Toulouse;Site web;2024-12-01;Bon payeur
CLI-0583;Groupe scolaire Jean-Jaurès 28;Collectivité;Pessac;33600;Bordeaux;Annuaire pro;2024-12-02;Lent
CLI-0584;Gaëlle Barbier;Particulier;Mérignac;33700;Bordeaux;Bouche-à-oreille;2024-12-03;Bon payeur
CLI-0585;CCAS de Muret 88;Professionnel;Bègles;33130;Bordeaux;Google Ads;2024-12-04;Bon payeur
CLI-0586;Salle de sport Ironfit 26;Collectivité;Bègles;33130;Bordeaux;Site web;2024-12-08;Standard
CLI-0587;Menuiserie Lacoste 6;Syndic;Muret;31600;Toulouse;Site web;2024-12-10;Lent
CLI-0588;Menuiserie Lacoste 23;Professionnel;Mérignac;33700;Bordeaux;Partenaire;2024-12-11;Standard
CLI-0589;William Roussel;Particulier;Tournefeuille;31170;Toulouse;Partenaire;2024-12-13;Bon payeur
CLI-0590;Damien Guerin;Particulier;Balma;31130;Toulouse;Site web;2024-12-17;Standard
CLI-0591;CCAS de Muret 44;Professionnel;Béziers;34500;Montpellier;Partenaire;2024-12-18;Bon payeur
CLI-0592;Camping Les Pins 66;Professionnel;Sète;34200;Montpellier;Google Ads;2024-12-21;Standard
CLI-0593;Office HLM Aquitaine 3;Professionnel;Muret;31600;Toulouse;Bouche-à-oreille;2024-12-23;Lent
CLI-0594;Foncia Occitanie 19;Professionnel;Bordeaux;33000;Bordeaux;Prospection;2024-12-27;Bon payeur
CLI-0595;Kevin Aubert;Particulier;Blagnac;31700;Toulouse;Bouche-à-oreille;2024-12-28;Lent
CLI-0596;William Charpentier;Particulier;Montpellier;34000;Montpellier;Prospection;2024-12-31;Standard
CLI-0597;Yasmine Blanc;Particulier;Sète;34200;Montpellier;Bouche-à-oreille;2025-01-01;Bon payeur
CLI-0598;Marc Gaillard;Particulier;Colomiers;31770;Toulouse;Site web;2025-01-04;Lent
CLI-0599;Inès Guerin;Particulier;Pessac;33600;Bordeaux;Site web;2025-01-05;Lent
CLI-0600;Inès Poirier;Particulier;Bordeaux;33000;Bordeaux;Partenaire;2025-01-06;Bon payeur
CLI-0601;Foncia Occitanie 26;Professionnel;Pessac;33600;Bordeaux;Google Ads;2025-01-08;Standard
CLI-0602;SARL Toitures Sud 5;Collectivité;Mérignac;33700;Bordeaux;Site web;2025-01-09;Lent
CLI-0603;Mairie de Lattes 22;Syndic;Toulouse;31000;Toulouse;Google Ads;2025-01-10;Litigieux
CLI-0604;Groupe scolaire Jean-Jaurès 30;Syndic;Pessac;33600;Bordeaux;Google Ads;2025-01-11;Bon payeur
CLI-0605;Résidence Les Oliviers 43;Collectivité;Pessac;33600;Bordeaux;Bouche-à-oreille;2025-01-13;Bon payeur
CLI-0606;Quentin Millet;Particulier;Bègles;33130;Bordeaux;Bouche-à-oreille;2025-01-14;Bon payeur
CLI-0607;Résidence Belvédère 93;Syndic;Muret;31600;Toulouse;Google Ads;2025-01-15;Standard
CLI-0608;Valérie Masson;Particulier;Muret;31600;Toulouse;Site web;2025-01-18;Lent
CLI-0609;Hôtel Le Cardinal 12;Syndic;Talence;33400;Bordeaux;Site web;2025-01-20;Lent
CLI-0610;Nathalie Poirier;Particulier;Bègles;33130;Bordeaux;Google Ads;2025-01-21;Standard
CLI-0611;Marc Girard;Particulier;Libourne;33500;Bordeaux;Bouche-à-oreille;2025-01-23;Standard
CLI-0612;Ulysse Colin;Particulier;Talence;33400;Bordeaux;Google Ads;2025-01-24;Standard
CLI-0613;Boulangerie Marchetti 78;Professionnel;Tournefeuille;31170;Toulouse;Site web;2025-01-26;Standard
CLI-0614;Ibrahim Faure;Particulier;Colomiers;31770;Toulouse;Site web;2025-01-27;Standard
CLI-0615;Cabinet dentaire Ansel 86;Professionnel;Lunel;34400;Montpellier;Site web;2025-01-28;Bon payeur
CLI-0616;Cédric Lemoine;Particulier;Talence;33400;Bordeaux;Site web;2025-01-30;Standard
CLI-0617;Garage Autoplus 24;Syndic;Pessac;33600;Bordeaux;Bouche-à-oreille;2025-02-02;Bon payeur
CLI-0618;Adrien Chevalier;Particulier;Bègles;33130;Bordeaux;Google Ads;2025-02-03;Bon payeur
CLI-0619;Quentin Barbier;Particulier;Tournefeuille;31170;Toulouse;Site web;2025-02-05;Bon payeur
CLI-0620;Serge Faure;Particulier;Balma;31130;Toulouse;Prospection;2025-02-10;Bon payeur
CLI-0621;Garage Autoplus 66;Collectivité;Toulouse;31000;Toulouse;Prospection;2025-02-11;Lent
CLI-0622;Pharmacie Centrale 27;Collectivité;Tournefeuille;31170;Toulouse;Prospection;2025-02-12;Standard
CLI-0623;Salle de sport Ironfit 61;Syndic;Castelnau-le-Lez;34170;Montpellier;Google Ads;2025-02-13;Lent
CLI-0624;Ibrahim Gaillard;Particulier;Toulouse;31000;Toulouse;Google Ads;2025-02-14;Bon payeur
CLI-0625;Yasmine Millet;Particulier;Muret;31600;Toulouse;Google Ads;2025-02-15;Standard
CLI-0626;Brasserie du Port 35;Professionnel;Muret;31600;Toulouse;Bouche-à-oreille;2025-02-18;Lent
CLI-0627;Marc Aubert;Particulier;Pessac;33600;Bordeaux;Site web;2025-02-19;Bon payeur
CLI-0628;Menuiserie Lacoste 87;Syndic;Mérignac;33700;Bordeaux;Google Ads;2025-02-20;Standard
CLI-0629;Salle de sport Ironfit 11;Collectivité;Bordeaux;33000;Bordeaux;Site web;2025-02-21;Lent
CLI-0630;Gaëlle Colin;Particulier;Lunel;34400;Montpellier;Site web;2025-02-22;Bon payeur
CLI-0631;Menuiserie Lacoste 42;Professionnel;Montpellier;34000;Montpellier;Partenaire;2025-02-24;Standard
CLI-0632;Garage Autoplus 64;Syndic;Sète;34200;Montpellier;Site web;2025-02-25;Standard
CLI-0633;Elsa Millet;Particulier;Pessac;33600;Bordeaux;Annuaire pro;2025-02-27;Lent
CLI-0634;Pauline Faure;Particulier;Libourne;33500;Bordeaux;Partenaire;2025-02-28;Lent
CLI-0635;Résidence Les Oliviers 35;Professionnel;Balma;31130;Toulouse;Site web;2025-03-01;Bon payeur
CLI-0636;Fanny Poirier;Particulier;Bègles;33130;Bordeaux;Google Ads;2025-03-02;Bon payeur
CLI-0637;Hélène Robin;Particulier;Mérignac;33700;Bordeaux;Bouche-à-oreille;2025-03-03;Bon payeur
CLI-0638;Émile Léger;Particulier;Castelnau-le-Lez;34170;Montpellier;Google Ads;2025-03-04;Bon payeur
CLI-0639;Cédric Guerin;Particulier;Blagnac;31700;Toulouse;Partenaire;2025-03-05;Bon payeur
CLI-0640;Ulysse Guerin;Particulier;Toulouse;31000;Toulouse;Bouche-à-oreille;2025-03-07;Lent
CLI-0641;Auto-école Conduite Plus 86;Professionnel;Castelnau-le-Lez;34170;Montpellier;Site web;2025-03-09;Standard
CLI-0642;Laure Lefèvre;Particulier;Libourne;33500;Bordeaux;Bouche-à-oreille;2025-03-10;Standard
CLI-0643;Kevin Robin;Particulier;Pessac;33600;Bordeaux;Site web;2025-03-11;Bon payeur
CLI-0644;Marc Perrin;Particulier;Bègles;33130;Bordeaux;Bouche-à-oreille;2025-03-12;Lent
CLI-0645;Elsa Aubert;Particulier;Libourne;33500;Bordeaux;Prospection;2025-03-13;Bon payeur
CLI-0646;Garage Autoplus 11;Collectivité;Talence;33400;Bordeaux;Bouche-à-oreille;2025-03-14;Bon payeur
CLI-0647;Hugo Barbier;Particulier;Blagnac;31700;Toulouse;Bouche-à-oreille;2025-03-15;Bon payeur
CLI-0648;Delphine Masson;Particulier;Bègles;33130;Bordeaux;Site web;2025-03-16;Lent
CLI-0649;Nathalie Vidal;Particulier;Libourne;33500;Bordeaux;Google Ads;2025-03-17;Bon payeur
CLI-0650;Ibrahim Berger;Particulier;Blagnac;31700;Toulouse;Site web;2025-03-19;Bon payeur
CLI-0651;Pharmacie Centrale 68;Professionnel;Tournefeuille;31170;Toulouse;Bouche-à-oreille;2025-03-20;Standard
CLI-0652;Émile Da Silva;Particulier;Colomiers;31770;Toulouse;Partenaire;2025-03-21;Bon payeur
CLI-0653;Brasserie du Port 87;Professionnel;Toulouse;31000;Toulouse;Prospection;2025-03-22;Standard
CLI-0654;Émile Dupuis;Particulier;Béziers;34500;Montpellier;Partenaire;2025-03-23;Standard
CLI-0655;CCAS de Muret 2;Professionnel;Bordeaux;33000;Bordeaux;Prospection;2025-03-24;Bon payeur
CLI-0656;Serge Rey;Particulier;Libourne;33500;Bordeaux;Annuaire pro;2025-03-29;Bon payeur
CLI-0657;Lycée Saint-Exupéry 63;Syndic;Libourne;33500;Bordeaux;Site web;2025-03-31;Standard
CLI-0658;Supérette Vival 58;Collectivité;Mérignac;33700;Bordeaux;Site web;2025-04-04;Lent
CLI-0659;Yasmine Charpentier;Particulier;Blagnac;31700;Toulouse;Bouche-à-oreille;2025-04-06;Standard
CLI-0660;Camille Moreau;Particulier;Blagnac;31700;Toulouse;Google Ads;2025-04-08;Standard
CLI-0661;Hugo Aubert;Particulier;Lattes;34970;Montpellier;Annuaire pro;2025-04-12;Standard
CLI-0662;Cabinet Vergne Immobilier 35;Professionnel;Balma;31130;Toulouse;Prospection;2025-04-13;Bon payeur
CLI-0663;Mairie de Lattes 97;Collectivité;Montpellier;34000;Montpellier;Partenaire;2025-04-14;Lent
CLI-0664;Cédric Masson;Particulier;Colomiers;31770;Toulouse;Google Ads;2025-04-15;Bon payeur
CLI-0665;Laure Marchal;Particulier;Sète;34200;Montpellier;Bouche-à-oreille;2025-04-17;Bon payeur
CLI-0666;Quentin Guerin;Particulier;Toulouse;31000;Toulouse;Partenaire;2025-04-19;Standard
CLI-0667;Résidence Les Oliviers 10;Professionnel;Lattes;34970;Montpellier;Partenaire;2025-04-20;Bon payeur
CLI-0668;Tiphaine Faure;Particulier;Muret;31600;Toulouse;Prospection;2025-04-24;Bon payeur
CLI-0669;Fanny Perrin;Particulier;Colomiers;31770;Toulouse;Bouche-à-oreille;2025-04-26;Standard
CLI-0670;Restaurant Le Bistrot 41;Professionnel;Sète;34200;Montpellier;Google Ads;2025-04-27;Bon payeur
CLI-0671;Office HLM Aquitaine 8;Professionnel;Montpellier;34000;Montpellier;Google Ads;2025-04-28;Standard
CLI-0672;Émile Lemoine;Particulier;Blagnac;31700;Toulouse;Partenaire;2025-04-29;Standard
CLI-0673;Pauline Lemoine;Particulier;Castelnau-le-Lez;34170;Montpellier;Annuaire pro;2025-04-30;Bon payeur
CLI-0674;Restaurant Le Bistrot 12;Syndic;Pessac;33600;Bordeaux;Annuaire pro;2025-05-01;Standard
CLI-0675;Mairie de Lattes 1;Professionnel;Mérignac;33700;Bordeaux;Google Ads;2025-05-02;Lent
CLI-0676;Olivier Gaillard;Particulier;Muret;31600;Toulouse;Site web;2025-05-06;Bon payeur
CLI-0677;Gaëlle Brun;Particulier;Bègles;33130;Bordeaux;Bouche-à-oreille;2025-05-07;Bon payeur
CLI-0678;Delphine Renard;Particulier;Bordeaux;33000;Bordeaux;Site web;2025-05-08;Litigieux
CLI-0679;Garage Autoplus 29;Professionnel;Sète;34200;Montpellier;Site web;2025-05-10;Litigieux
CLI-0680;Mairie de Lattes 14;Syndic;Pessac;33600;Bordeaux;Google Ads;2025-05-12;Standard
CLI-0681;Cabinet comptable Serval 94;Syndic;Blagnac;31700;Toulouse;Site web;2025-05-13;Bon payeur
