relance_id;devis_id;date_relance;mois;exercice;rang;canal;agence;commercial;issue;duree_min
REL-01391;DEV-01117;2024-07-05;2024-07;2024-2025;2;Téléphone;Toulouse;Julien Fabre;Sans réponse;12.1
REL-01392;DEV-01117;2024-07-10;2024-07;2024-2025;3;Téléphone;Toulouse;Julien Fabre;Rappel demandé;8.9
REL-01393;DEV-01118;2024-06-13;2024-06;2023-2024;1;Email;Bordeaux;Karim Belkacem;Refus signifié;1.9
REL-01394;DEV-01119;2024-06-20;2024-06;2023-2024;1;Email;Bordeaux;Karim Belkacem;Injoignable;3.1
REL-01395;DEV-01119;2024-06-29;2024-06;2023-2024;2;Téléphone;Bordeaux;Karim Belkacem;Refus signifié;12.0
REL-01396;DEV-01120;2024-06-21;2024-06;2023-2024;1;SMS;Bordeaux;Sophie Marchand;Injoignable;4.6
REL-01397;DEV-01121;2024-06-15;2024-06;2023-2024;1;Email;Bordeaux;Karim Belkacem;Injoignable;2.6
REL-01398;DEV-01121;2024-06-24;2024-06;2023-2024;2;Téléphone;Bordeaux;Karim Belkacem;Négociation en cours;3.7
REL-01399;DEV-01121;2024-07-02;2024-07;2024-2025;3;Téléphone;Bordeaux;Karim Belkacem;Refus signifié;6.4
REL-01400;DEV-01122;2024-06-20;2024-06;2023-2024;1;Téléphone;Bordeaux;Sophie Marchand;Rappel demandé;12.2
REL-01401;DEV-01122;2024-06-27;2024-06;2023-2024;2;Téléphone;Bordeaux;Sophie Marchand;Injoignable;5.2
REL-01402;DEV-01123;2024-06-18;2024-06;2023-2024;1;SMS;Bordeaux;Karim Belkacem;Négociation en cours;4.7
REL-01403;DEV-01124;2024-06-17;2024-06;2023-2024;1;Email;Bordeaux;Sophie Marchand;Rappel demandé;4.2
REL-01404;DEV-01128;2024-06-28;2024-06;2023-2024;1;Téléphone;Bordeaux;Sophie Marchand;Sans réponse;8.0
REL-01405;DEV-01129;2024-06-20;2024-06;2023-2024;1;Email;Bordeaux;Karim Belkacem;Rappel demandé;2.4
REL-01406;DEV-01129;2024-06-28;2024-06;2023-2024;2;Email;Bordeaux;Karim Belkacem;Sans réponse;2.0
REL-01407;DEV-01129;2024-07-07;2024-07;2024-2025;3;Email;Bordeaux;Karim Belkacem;Accord obtenu;2.9
REL-01408;DEV-01130;2024-06-23;2024-06;2023-2024;1;Email;Toulouse;Nadia Cherif;Rappel demandé;3.0
REL-01409;DEV-01130;2024-06-30;2024-06;2023-2024;2;Téléphone;Toulouse;Nadia Cherif;Rappel demandé;4.9
REL-01410;DEV-01130;2024-07-06;2024-07;2024-2025;3;Email;Toulouse;Nadia Cherif;Refus signifié;1.5
REL-01411;DEV-01131;2024-06-29;2024-06;2023-2024;1;Téléphone;Bordeaux;Sophie Marchand;Accord obtenu;10.6
REL-01412;DEV-01132;2024-06-21;2024-06;2023-2024;1;Email;Bordeaux;Sophie Marchand;Sans réponse;4.3
REL-01413;DEV-01133;2024-07-01;2024-07;2024-2025;1;Téléphone;Toulouse;Nadia Cherif;Accord obtenu;6.1
REL-01414;DEV-01134;2024-06-22;2024-06;2023-2024;1;Téléphone;Toulouse;Julien Fabre;Injoignable;11.3
REL-01415;DEV-01134;2024-06-29;2024-06;2023-2024;2;Téléphone;Toulouse;Julien Fabre;Rappel demandé;13.1
REL-01416;DEV-01134;2024-07-09;2024-07;2024-2025;3;Email;Toulouse;Julien Fabre;Accord obtenu;5.0
REL-01417;DEV-01135;2024-06-21;2024-06;2023-2024;1;Téléphone;Toulouse;Nadia Cherif;Sans réponse;3.3
REL-01418;DEV-01136;2024-06-26;2024-06;2023-2024;1;Email;Toulouse;Nadia Cherif;Accord obtenu;2.3
REL-01419;DEV-01137;2024-06-22;2024-06;2023-2024;1;Email;Bordeaux;Karim Belkacem;Injoignable;2.3
REL-01420;DEV-01137;2024-07-01;2024-07;2024-2025;2;Téléphone;Bordeaux;Karim Belkacem;Négociation en cours;12.4
REL-01421;DEV-01137;2024-07-12;2024-07;2024-2025;3;Téléphone;Bordeaux;Karim Belkacem;Sans réponse;12.5
REL-01422;DEV-01137;2024-07-21;2024-07;2024-2025;4;Email;Bordeaux;Karim Belkacem;Sans réponse;3.3
REL-01423;DEV-01138;2024-06-26;2024-06;2023-2024;1;Email;Toulouse;Julien Fabre;Injoignable;1.4
REL-01424;DEV-01139;2024-06-29;2024-06;2023-2024;1;Email;Bordeaux;Karim Belkacem;Rappel demandé;3.0
REL-01425;DEV-01139;2024-07-04;2024-07;2024-2025;2;SMS;Bordeaux;Karim Belkacem;Accord obtenu;3.6
REL-01426;DEV-01140;2024-07-01;2024-07;2024-2025;1;Email;Bordeaux;Sophie Marchand;Sans réponse;2.4
REL-01427;DEV-01141;2024-07-01;2024-07;2024-2025;1;Email;Bordeaux;Sophie Marchand;Accord obtenu;4.1
REL-01428;DEV-01142;2024-07-04;2024-07;2024-2025;1;Email;Toulouse;Julien Fabre;Sans réponse;4.8
REL-01429;DEV-01142;2024-07-09;2024-07;2024-2025;2;Téléphone;Toulouse;Julien Fabre;Injoignable;6.8
REL-01430;DEV-01143;2024-06-27;2024-06;2023-2024;1;Email;Toulouse;Nadia Cherif;Rappel demandé;4.3
REL-01431;DEV-01143;2024-07-10;2024-07;2024-2025;2;Email;Toulouse;Nadia Cherif;Sans réponse;4.1
REL-01432;DEV-01143;2024-07-24;2024-07;2024-2025;3;Email;Toulouse;Nadia Cherif;Accord obtenu;3.7
REL-01433;DEV-01145;2024-07-05;2024-07;2024-2025;1;Téléphone;Bordeaux;Karim Belkacem;Négociation en cours;10.9
REL-01434;DEV-01145;2024-07-12;2024-07;2024-2025;2;Téléphone;Bordeaux;Karim Belkacem;Sans réponse;7.6
REL-01435;DEV-01147;2024-06-28;2024-06;2023-2024;1;Téléphone;Bordeaux;Karim Belkacem;Injoignable;12.7
REL-01436;DEV-01147;2024-07-06;2024-07;2024-2025;2;Email;Bordeaux;Karim Belkacem;Sans réponse;1.3
REL-01437;DEV-01147;2024-07-14;2024-07;2024-2025;3;Email;Bordeaux;Karim Belkacem;Accord obtenu;2.8
REL-01438;DEV-01148;2024-07-01;2024-07;2024-2025;1;Email;Toulouse;Julien Fabre;Sans réponse;3.7
REL-01439;DEV-01149;2024-07-11;2024-07;2024-2025;1;Email;Bordeaux;Sophie Marchand;Injoignable;4.4
REL-01440;DEV-01149;2024-07-20;2024-07;2024-2025;2;SMS;Bordeaux;Sophie Marchand;Injoignable;4.4
REL-01441;DEV-01150;2024-07-05;2024-07;2024-2025;1;SMS;Toulouse;Nadia Cherif;Accord obtenu;2.0
REL-01442;DEV-01151;2024-07-02;2024-07;2024-2025;1;Email;Toulouse;Julien Fabre;Sans réponse;3.0
REL-01443;DEV-01151;2024-07-09;2024-07;2024-2025;2;SMS;Toulouse;Julien Fabre;Sans réponse;4.2
REL-01444;DEV-01151;2024-07-21;2024-07;2024-2025;3;Email;Toulouse;Julien Fabre;Accord obtenu;3.4
REL-01445;DEV-01153;2024-06-30;2024-06;2023-2024;1;Téléphone;Toulouse;Julien Fabre;Rappel demandé;9.8
REL-01446;DEV-01153;2024-07-12;2024-07;2024-2025;2;Email;Toulouse;Julien Fabre;Refus signifié;3.4
REL-01447;DEV-01154;2024-07-07;2024-07;2024-2025;1;Téléphone;Toulouse;Nadia Cherif;Négociation en cours;9.7
REL-01448;DEV-01155;2024-07-05;2024-07;2024-2025;1;Email;Toulouse;Nadia Cherif;Accord obtenu;4.0
REL-01449;DEV-01156;2024-07-06;2024-07;2024-2025;1;Email;Toulouse;Nadia Cherif;Injoignable;4.2
REL-01450;DEV-01157;2024-07-18;2024-07;2024-2025;1;Email;Toulouse;Julien Fabre;Rappel demandé;4.0
REL-01451;DEV-01157;2024-07-29;2024-07;2024-2025;2;Email;Toulouse;Julien Fabre;Rappel demandé;3.2
REL-01452;DEV-01157;2024-08-06;2024-08;2024-2025;3;Email;Toulouse;Julien Fabre;Sans réponse;2.7
REL-01453;DEV-01158;2024-07-06;2024-07;2024-2025;1;Email;Bordeaux;Karim Belkacem;Sans réponse;3.1
REL-01454;DEV-01158;2024-07-12;2024-07;2024-2025;2;Email;Bordeaux;Karim Belkacem;Sans réponse;2.2
REL-01455;DEV-01158;2024-07-17;2024-07;2024-2025;3;Téléphone;Bordeaux;Karim Belkacem;Accord obtenu;12.4
REL-01456;DEV-01159;2024-07-11;2024-07;2024-2025;1;Email;Toulouse;Julien Fabre;Négociation en cours;3.6
REL-01457;DEV-01163;2024-07-19;2024-07;2024-2025;1;Email;Bordeaux;Sophie Marchand;Rappel demandé;3.0
REL-01458;DEV-01163;2024-07-24;2024-07;2024-2025;2;SMS;Bordeaux;Sophie Marchand;Sans réponse;1.9
REL-01459;DEV-01164;2024-07-06;2024-07;2024-2025;1;Téléphone;Bordeaux;Sophie Marchand;Sans réponse;13.4
REL-01460;DEV-01164;2024-07-17;2024-07;2024-2025;2;Téléphone;Bordeaux;Sophie Marchand;Rappel demandé;7.9
REL-01461;DEV-01165;2024-07-08;2024-07;2024-2025;1;Téléphone;Toulouse;Julien Fabre;Rappel demandé;7.1
REL-01462;DEV-01165;2024-07-19;2024-07;2024-2025;2;Email;Toulouse;Julien Fabre;Accord obtenu;2.4
REL-01463;DEV-01166;2024-07-19;2024-07;2024-2025;1;Email;Toulouse;Julien Fabre;Sans réponse;2.4
REL-01464;DEV-01167;2024-07-06;2024-07;2024-2025;1;Téléphone;Bordeaux;Sophie Marchand;Sans réponse;13.7
REL-01465;DEV-01167;2024-07-18;2024-07;2024-2025;2;SMS;Bordeaux;Sophie Marchand;Accord obtenu;4.9
REL-01466;DEV-01168;2024-07-06;2024-07;2024-2025;1;Email;Bordeaux;Karim Belkacem;Négociation en cours;3.4
REL-01467;DEV-01168;2024-07-11;2024-07;2024-2025;2;Email;Bordeaux;Karim Belkacem;Accord obtenu;1.6
REL-01468;DEV-01169;2024-07-14;2024-07;2024-2025;1;Email;Bordeaux;Karim Belkacem;Accord obtenu;2.7
REL-01469;DEV-01171;2024-07-21;2024-07;2024-2025;1;Téléphone;Toulouse;Julien Fabre;Accord obtenu;13.2
REL-01470;DEV-01172;2024-07-14;2024-07;2024-2025;1;Email;Toulouse;Julien Fabre;Rappel demandé;4.5
REL-01471;DEV-01175;2024-07-11;2024-07;2024-2025;1;Email;Bordeaux;Sophie Marchand;Rappel demandé;4.2
REL-01472;DEV-01175;2024-07-18;2024-07;2024-2025;2;Email;Bordeaux;Sophie Marchand;Accord obtenu;3.9
REL-01473;DEV-01176;2024-07-14;2024-07;2024-2025;1;Email;Bordeaux;Sophie Marchand;Négociation en cours;4.6
REL-01474;DEV-01176;2024-07-27;2024-07;2024-2025;2;Téléphone;Bordeaux;Sophie Marchand;Sans réponse;6.1
REL-01475;DEV-01176;2024-08-07;2024-08;2024-2025;3;Email;Bordeaux;Sophie Marchand;Sans réponse;3.1
REL-01476;DEV-01177;2024-07-11;2024-07;2024-2025;1;Email;Bordeaux;Karim Belkacem;Refus signifié;3.2
REL-01477;DEV-01179;2024-07-17;2024-07;2024-2025;1;Email;Toulouse;Julien Fabre;Accord obtenu;4.8
REL-01478;DEV-01181;2024-07-15;2024-07;2024-2025;1;Email;Bordeaux;Karim Belkacem;Sans réponse;3.6
REL-01479;DEV-01182;2024-07-22;2024-07;2024-2025;1;Téléphone;Bordeaux;Sophie Marchand;Rappel demandé;3.7
REL-01480;DEV-01182;2024-08-02;2024-08;2024-2025;2;Téléphone;Bordeaux;Sophie Marchand;Refus signifié;2.0
REL-01481;DEV-01183;2024-07-21;2024-07;2024-2025;1;Email;Bordeaux;Karim Belkacem;Sans réponse;3.0
REL-01482;DEV-01183;2024-08-01;2024-08;2024-2025;2;Email;Bordeaux;Karim Belkacem;Injoignable;3.2
REL-01483;DEV-01183;2024-08-13;2024-08;2024-2025;3;SMS;Bordeaux;Karim Belkacem;Accord obtenu;4.8
REL-01484;DEV-01184;2024-07-25;2024-07;2024-2025;1;Email;Toulouse;Nadia Cherif;Sans réponse;1.9
REL-01485;DEV-01184;2024-07-31;2024-07;2024-2025;2;Email;Toulouse;Nadia Cherif;Accord obtenu;4.5
REL-01486;DEV-01185;2024-07-22;2024-07;2024-2025;1;Email;Toulouse;Julien Fabre;Accord obtenu;4.8
REL-01487;DEV-01188;2024-07-26;2024-07;2024-2025;1;Email;Toulouse;Julien Fabre;Rappel demandé;4.1
REL-01488;DEV-01188;2024-08-04;2024-08;2024-2025;2;SMS;Toulouse;Julien Fabre;Rappel demandé;4.2
REL-01489;DEV-01188;2024-08-12;2024-08;2024-2025;3;SMS;Toulouse;Julien Fabre;Rappel demandé;3.0
REL-01490;DEV-01189;2024-07-25;2024-07;2024-2025;1;Email;Bordeaux;Sophie Marchand;Sans réponse;2.3
REL-01491;DEV-01189;2024-08-04;2024-08;2024-2025;2;Téléphone;Bordeaux;Sophie Marchand;Rappel demandé;4.5
REL-01492;DEV-01189;2024-08-09;2024-08;2024-2025;3;Email;Bordeaux;Sophie Marchand;Rappel demandé;3.6
REL-01493;DEV-01189;2024-08-16;2024-08;2024-2025;4;Email;Bordeaux;Sophie Marchand;Rappel demandé;4.3
REL-01494;DEV-01191;2024-07-23;2024-07;2024-2025;1;Email;Bordeaux;Karim Belkacem;Accord obtenu;3.0
REL-01495;DEV-01193;2024-07-20;2024-07;2024-2025;1;Email;Bordeaux;Karim Belkacem;Sans réponse;4.8
REL-01496;DEV-01194;2024-07-31;2024-07;2024-2025;1;Email;Toulouse;Julien Fabre;Sans réponse;4.1
REL-01497;DEV-01194;2024-08-13;2024-08;2024-2025;2;Téléphone;Toulouse;Julien Fabre;Refus signifié;9.0
REL-01498;DEV-01195;2024-07-30;2024-07;2024-2025;1;Email;Bordeaux;Sophie Marchand;Injoignable;4.0
REL-01499;DEV-01195;2024-08-06;2024-08;2024-2025;2;Email;Bordeaux;Sophie Marchand;Sans réponse;3.6
REL-01500;DEV-01195;2024-08-12;2024-08;2024-2025;3;Téléphone;Bordeaux;Sophie Marchand;Sans réponse;11.7
REL-01501;DEV-01197;2024-07-28;2024-07;2024-2025;1;Email;Bordeaux;Sophie Marchand;Sans réponse;4.3
REL-01502;DEV-01200;2024-07-28;2024-07;2024-2025;1;Téléphone;Toulouse;Julien Fabre;Sans réponse;7.5
REL-01503;DEV-01200;2024-08-04;2024-08;2024-2025;2;Email;Toulouse;Julien Fabre;Sans réponse;2.5
REL-01504;DEV-01202;2024-07-28;2024-07;2024-2025;1;Téléphone;Bordeaux;Karim Belkacem;Refus signifié;3.3
REL-01505;DEV-01204;2024-08-02;2024-08;2024-2025;1;Téléphone;Bordeaux;Sophie Marchand;Sans réponse;11.5
REL-01506;DEV-01204;2024-08-11;2024-08;2024-2025;2;Email;Bordeaux;Sophie Marchand;Refus signifié;1.2
REL-01507;DEV-01205;2024-07-31;2024-07;2024-2025;1;Téléphone;Bordeaux;Karim Belkacem;Accord obtenu;5.6
REL-01508;DEV-01206;2024-08-03;2024-08;2024-2025;1;Téléphone;Bordeaux;Karim Belkacem;Rappel demandé;7.2
REL-01509;DEV-01206;2024-08-09;2024-08;2024-2025;2;Téléphone;Bordeaux;Karim Belkacem;Injoignable;11.1
REL-01510;DEV-01206;2024-08-15;2024-08;2024-2025;3;Téléphone;Bordeaux;Karim Belkacem;Rappel demandé;8.5
REL-01511;DEV-01208;2024-07-31;2024-07;2024-2025;1;Email;Bordeaux;Karim Belkacem;Sans réponse;3.1
REL-01512;DEV-01209;2024-07-28;2024-07;2024-2025;1;SMS;Toulouse;Nadia Cherif;Sans réponse;3.1
REL-01513;DEV-01209;2024-08-11;2024-08;2024-2025;2;Email;Toulouse;Nadia Cherif;Négociation en cours;3.9
REL-01514;DEV-01209;2024-08-20;2024-08;2024-2025;3;Téléphone;Toulouse;Nadia Cherif;Accord obtenu;4.8
REL-01515;DEV-01210;2024-08-03;2024-08;2024-2025;1;Email;Toulouse;Julien Fabre;Sans réponse;3.4
REL-01516;DEV-01211;2024-08-01;2024-08;2024-2025;1;Email;Bordeaux;Karim Belkacem;Sans réponse;4.5
REL-01517;DEV-01211;2024-08-15;2024-08;2024-2025;2;SMS;Bordeaux;Karim Belkacem;Accord obtenu;1.5
REL-01518;DEV-01212;2024-07-30;2024-07;2024-2025;1;Email;Toulouse;Nadia Cherif;Sans réponse;4.6
REL-01519;DEV-01213;2024-08-05;2024-08;2024-2025;1;SMS;Bordeaux;Sophie Marchand;Accord obtenu;1.6
REL-01520;DEV-01215;2024-08-03;2024-08;2024-2025;1;Email;Toulouse;Nadia Cherif;Sans réponse;4.8
REL-01521;DEV-01215;2024-08-12;2024-08;2024-2025;2;Email;Toulouse;Nadia Cherif;Sans réponse;2.0
REL-01522;DEV-01216;2024-08-02;2024-08;2024-2025;1;Email;Bordeaux;Sophie Marchand;Refus signifié;2.8
REL-01523;DEV-01218;2024-08-08;2024-08;2024-2025;1;Téléphone;Bordeaux;Sophie Marchand;Accord obtenu;4.2
REL-01524;DEV-01219;2024-08-06;2024-08;2024-2025;1;Téléphone;Bordeaux;Karim Belkacem;Rappel demandé;6.2
REL-01525;DEV-01226;2024-08-08;2024-08;2024-2025;1;SMS;Toulouse;Julien Fabre;Sans réponse;2.6
REL-01526;DEV-01226;2024-08-17;2024-08;2024-2025;2;Téléphone;Toulouse;Julien Fabre;Accord obtenu;10.6
REL-01527;DEV-01227;2024-08-06;2024-08;2024-2025;1;SMS;Bordeaux;Sophie Marchand;Injoignable;4.3
REL-01528;DEV-01228;2024-08-12;2024-08;2024-2025;1;Email;Bordeaux;Karim Belkacem;Refus signifié;3.1
REL-01529;DEV-01229;2024-08-07;2024-08;2024-2025;1;Email;Bordeaux;Sophie Marchand;Rappel demandé;1.2
REL-01530;DEV-01231;2024-08-06;2024-08;2024-2025;1;Email;Bordeaux;Karim Belkacem;Négociation en cours;2.2
REL-01531;DEV-01231;2024-08-18;2024-08;2024-2025;2;Email;Bordeaux;Karim Belkacem;Négociation en cours;3.5
REL-01532;DEV-01232;2024-08-08;2024-08;2024-2025;1;Email;Bordeaux;Karim Belkacem;Sans réponse;2.4
REL-01533;DEV-01233;2024-08-13;2024-08;2024-2025;1;Email;Toulouse;Julien Fabre;Sans réponse;4.9
REL-01534;DEV-01234;2024-08-07;2024-08;2024-2025;1;Email;Toulouse;Julien Fabre;Négociation en cours;1.9
REL-01535;DEV-01234;2024-08-19;2024-08;2024-2025;2;Email;Toulouse;Julien Fabre;Accord obtenu;1.2
REL-01536;DEV-01236;2024-08-12;2024-08;2024-2025;1;Téléphone;Toulouse;Julien Fabre;Rappel demandé;10.5
REL-01537;DEV-01236;2024-08-19;2024-08;2024-2025;2;SMS;Toulouse;Julien Fabre;Injoignable;1.6
REL-01538;DEV-01236;2024-09-02;2024-09;2024-2025;3;Email;Toulouse;Julien Fabre;Accord obtenu;3.2
REL-01539;DEV-01238;2024-08-08;2024-08;2024-2025;1;Email;Toulouse;Julien Fabre;Négociation en cours;3.3
REL-01540;DEV-01238;2024-08-16;2024-08;2024-2025;2;Email;Toulouse;Julien Fabre;Négociation en cours;1.6
REL-01541;DEV-01239;2024-08-14;2024-08;2024-2025;1;Email;Bordeaux;Karim Belkacem;Refus signifié;2.1
REL-01542;DEV-01240;2024-08-18;2024-08;2024-2025;1;Téléphone;Bordeaux;Sophie Marchand;Accord obtenu;4.3
REL-01543;DEV-01242;2024-08-12;2024-08;2024-2025;1;Email;Bordeaux;Sophie Marchand;Sans réponse;5.0
REL-01544;DEV-01243;2024-08-17;2024-08;2024-2025;1;SMS;Bordeaux;Karim Belkacem;Accord obtenu;2.5
REL-01545;DEV-01244;2024-08-12;2024-08;2024-2025;1;Email;Bordeaux;Karim Belkacem;Négociation en cours;5.0
REL-01546;DEV-01245;2024-08-11;2024-08;2024-2025;1;Téléphone;Bordeaux;Karim Belkacem;Sans réponse;2.7
REL-01547;DEV-01245;2024-08-23;2024-08;2024-2025;2;Email;Bordeaux;Karim Belkacem;Accord obtenu;1.9
REL-01548;DEV-01247;2024-08-15;2024-08;2024-2025;1;Email;Toulouse;Nadia Cherif;Accord obtenu;3.2
REL-01549;DEV-01248;2024-08-12;2024-08;2024-2025;1;Email;Toulouse;Julien Fabre;Accord obtenu;2.8
REL-01550;DEV-01249;2024-08-13;2024-08;2024-2025;1;Email;Toulouse;Nadia Cherif;Sans réponse;4.9
REL-01551;DEV-01249;2024-08-21;2024-08;2024-2025;2;Email;Toulouse;Nadia Cherif;Accord obtenu;3.0
REL-01552;DEV-01250;2024-08-10;2024-08;2024-2025;1;Email;Toulouse;Nadia Cherif;Sans réponse;2.2
REL-01553;DEV-01250;2024-08-16;2024-08;2024-2025;2;Email;Toulouse;Nadia Cherif;Rappel demandé;4.7
REL-01554;DEV-01250;2024-08-21;2024-08;2024-2025;3;Email;Toulouse;Nadia Cherif;Sans réponse;4.9
REL-01555;DEV-01252;2024-08-15;2024-08;2024-2025;1;Email;Bordeaux;Karim Belkacem;Accord obtenu;4.5
REL-01556;DEV-01254;2024-08-20;2024-08;2024-2025;1;Email;Bordeaux;Sophie Marchand;Injoignable;1.4
REL-01557;DEV-01254;2024-08-31;2024-08;2024-2025;2;Email;Bordeaux;Sophie Marchand;Négociation en cours;4.3
REL-01558;DEV-01254;2024-09-14;2024-09;2024-2025;3;Téléphone;Bordeaux;Sophie Marchand;Injoignable;9.7
REL-01559;DEV-01254;2024-09-21;2024-09;2024-2025;4;Email;Bordeaux;Sophie Marchand;Sans réponse;2.6
REL-01560;DEV-01255;2024-08-21;2024-08;2024-2025;1;SMS;Toulouse;Nadia Cherif;Sans réponse;2.5
REL-01561;DEV-01255;2024-08-29;2024-08;2024-2025;2;SMS;Toulouse;Nadia Cherif;Négociation en cours;3.4
REL-01562;DEV-01256;2024-08-19;2024-08;2024-2025;1;SMS;Toulouse;Julien Fabre;Négociation en cours;3.9
REL-01563;DEV-01256;2024-08-27;2024-08;2024-2025;2;Email;Toulouse;Julien Fabre;Accord obtenu;2.9
REL-01564;DEV-01258;2024-08-16;2024-08;2024-2025;1;Téléphone;Bordeaux;Karim Belkacem;Refus signifié;13.1
REL-01565;DEV-01260;2024-08-19;2024-08;2024-2025;1;Email;Bordeaux;Sophie Marchand;Sans réponse;3.5
REL-01566;DEV-01260;2024-08-29;2024-08;2024-2025;2;Téléphone;Bordeaux;Sophie Marchand;Rappel demandé;12.7
REL-01567;DEV-01261;2024-08-20;2024-08;2024-2025;1;Email;Bordeaux;Sophie Marchand;Sans réponse;2.5
REL-01568;DEV-01261;2024-08-29;2024-08;2024-2025;2;Email;Bordeaux;Sophie Marchand;Accord obtenu;3.4
REL-01569;DEV-01262;2024-08-21;2024-08;2024-2025;1;Téléphone;Bordeaux;Sophie Marchand;Négociation en cours;8.0
REL-01570;DEV-01262;2024-09-01;2024-09;2024-2025;2;Téléphone;Bordeaux;Sophie Marchand;Accord obtenu;10.4
REL-01571;DEV-01266;2024-08-28;2024-08;2024-2025;1;Email;Toulouse;Nadia Cherif;Accord obtenu;4.8
REL-01572;DEV-01268;2024-08-24;2024-08;2024-2025;1;Email;Toulouse;Nadia Cherif;Accord obtenu;4.3
REL-01573;DEV-01269;2024-08-30;2024-08;2024-2025;1;SMS;Toulouse;Nadia Cherif;Négociation en cours;3.9
REL-01574;DEV-01270;2024-08-25;2024-08;2024-2025;1;Email;Bordeaux;Karim Belkacem;Accord obtenu;1.1
REL-01575;DEV-01273;2024-09-01;2024-09;2024-2025;1;Téléphone;Toulouse;Julien Fabre;Rappel demandé;4.0
REL-01576;DEV-01275;2024-08-27;2024-08;2024-2025;1;Email;Bordeaux;Karim Belkacem;Négociation en cours;2.8
REL-01577;DEV-01275;2024-09-07;2024-09;2024-2025;2;Email;Bordeaux;Karim Belkacem;Accord obtenu;3.0
REL-01578;DEV-01277;2024-09-02;2024-09;2024-2025;1;Email;Bordeaux;Karim Belkacem;Injoignable;3.3
REL-01579;DEV-01279;2024-09-11;2024-09;2024-2025;1;Email;Toulouse;Nadia Cherif;Accord obtenu;2.7
REL-01580;DEV-01281;2024-09-03;2024-09;2024-2025;1;Téléphone;Bordeaux;Sophie Marchand;Injoignable;13.8
REL-01581;DEV-01282;2024-09-01;2024-09;2024-2025;1;Téléphone;Bordeaux;Karim Belkacem;Refus signifié;13.7
REL-01582;DEV-01284;2024-08-28;2024-08;2024-2025;1;Téléphone;Toulouse;Nadia Cherif;Accord obtenu;5.9
REL-01583;DEV-01287;2024-08-31;2024-08;2024-2025;1;SMS;Toulouse;Julien Fabre;Accord obtenu;3.5
REL-01584;DEV-01289;2024-09-09;2024-09;2024-2025;1;SMS;Bordeaux;Karim Belkacem;Refus signifié;2.1
REL-01585;DEV-01290;2024-09-11;2024-09;2024-2025;1;SMS;Bordeaux;Sophie Marchand;Rappel demandé;3.6
REL-01586;DEV-01290;2024-09-16;2024-09;2024-2025;2;Téléphone;Bordeaux;Sophie Marchand;Rappel demandé;6.4
REL-01587;DEV-01291;2024-09-06;2024-09;2024-2025;1;Email;Bordeaux;Sophie Marchand;Sans réponse;2.2
REL-01588;DEV-01292;2024-09-07;2024-09;2024-2025;1;Téléphone;Toulouse;Julien Fabre;Sans réponse;9.8
REL-01589;DEV-01295;2024-09-06;2024-09;2024-2025;1;Téléphone;Bordeaux;Sophie Marchand;Rappel demandé;4.8
REL-01590;DEV-01296;2024-09-15;2024-09;2024-2025;1;Email;Toulouse;Nadia Cherif;Accord obtenu;1.2
REL-01591;DEV-01298;2024-09-12;2024-09;2024-2025;1;Email;Toulouse;Nadia Cherif;Rappel demandé;4.0
REL-01592;DEV-01299;2024-09-21;2024-09;2024-2025;1;Email;Toulouse;Julien Fabre;Refus signifié;1.2
REL-01593;DEV-01300;2024-09-09;2024-09;2024-2025;1;Email;Toulouse;Julien Fabre;Refus signifié;2.2
REL-01594;DEV-01302;2024-09-17;2024-09;2024-2025;1;Téléphone;Bordeaux;Karim Belkacem;Sans réponse;13.9
REL-01595;DEV-01304;2024-09-14;2024-09;2024-2025;1;Email;Bordeaux;Sophie Marchand;Rappel demandé;5.0
REL-01596;DEV-01304;2024-09-20;2024-09;2024-2025;2;Téléphone;Bordeaux;Sophie Marchand;Refus signifié;6.1
REL-01597;DEV-01305;2024-09-18;2024-09;2024-2025;1;Email;Toulouse;Julien Fabre;Négociation en cours;4.6
REL-01598;DEV-01305;2024-09-26;2024-09;2024-2025;2;Téléphone;Toulouse;Julien Fabre;Injoignable;12.2
REL-01599;DEV-01306;2024-09-18;2024-09;2024-2025;1;Email;Toulouse;Julien Fabre;Rappel demandé;1.9
REL-01600;DEV-01306;2024-09-30;2024-09;2024-2025;2;Email;Toulouse;Julien Fabre;Sans réponse;2.2
REL-01601;DEV-01307;2024-09-16;2024-09;2024-2025;1;Téléphone;Bordeaux;Sophie Marchand;Rappel demandé;11.1
REL-01602;DEV-01307;2024-09-25;2024-09;2024-2025;2;Email;Bordeaux;Sophie Marchand;Refus signifié;4.5
REL-01603;DEV-01308;2024-09-18;2024-09;2024-2025;1;Email;Toulouse;Julien Fabre;Sans réponse;1.1
REL-01604;DEV-01308;2024-09-25;2024-09;2024-2025;2;Email;Toulouse;Julien Fabre;Injoignable;4.5
REL-01605;DEV-01308;2024-10-05;2024-10;2024-2025;3;Téléphone;Toulouse;Julien Fabre;Injoignable;10.8
REL-01606;DEV-01309;2024-09-21;2024-09;2024-2025;1;Email;Bordeaux;Sophie Marchand;Négociation en cours;4.6
REL-01607;DEV-01311;2024-09-16;2024-09;2024-2025;1;Téléphone;Bordeaux;Sophie Marchand;Accord obtenu;4.4
REL-01608;DEV-01312;2024-09-18;2024-09;2024-2025;1;Email;Toulouse;Julien Fabre;Sans réponse;4.8
REL-01609;DEV-01314;2024-09-19;2024-09;2024-2025;1;Téléphone;Toulouse;Nadia Cherif;Sans réponse;5.4
