intervention_id;devis_id;date_intervention;mois;exercice;technicien_id;technicien;agence;categorie;heures_devisees;heures_reelles;cout_horaire;cout_main_oeuvre;cout_materiel;statut_intervention
INT-00326;DEV-00753;2024-01-09;2024-01;2023-2024;TEC-03;Fabien Ortiz;Bordeaux;Dépannage;4.9;5.1;33.0;168.3;700.42;Terminée
INT-00327;DEV-00756;2024-01-05;2024-01;2023-2024;TEC-03;Fabien Ortiz;Bordeaux;Dépannage;1.1;1.0;33.0;33.0;147.39;Terminée
INT-00328;DEV-00757;2024-01-18;2024-01;2023-2024;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;9.5;9.5;35.0;332.5;1795.55;Terminée
INT-00329;DEV-00758;2024-01-08;2024-01;2023-2024;TEC-03;Fabien Ortiz;Bordeaux;Électricité;7.4;6.8;33.0;224.4;1681.77;Terminée
INT-00330;DEV-00761;2024-01-29;2024-01;2023-2024;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;2.0;2.0;30.0;60.0;162.23;Terminée
INT-00331;DEV-00762;2024-01-23;2024-01;2023-2024;TEC-04;Lucas Bertin;Bordeaux;Plomberie;4.6;6.2;27.0;167.4;619.82;Terminée
INT-00332;DEV-00770;2024-01-01;2024-01;2023-2024;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;4.8;5.5;30.0;165.0;1214.77;Terminée
INT-00333;DEV-00774;2024-01-22;2024-01;2023-2024;TEC-06;Pierre Vasseur;Toulouse;Chauffage;1.1;1.1;36.0;39.6;51.43;Terminée
INT-00334;DEV-00776;2024-01-31;2024-01;2023-2024;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;11.4;10.4;31.0;322.4;1306.47;Terminée
INT-00335;DEV-00778;2024-01-30;2024-01;2023-2024;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;3.4;3.4;35.0;119.0;279.56;Terminée
INT-00336;DEV-00779;2024-01-15;2024-01;2023-2024;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;16.2;16.0;31.0;496.0;2559.32;Terminée
INT-00337;DEV-00780;2024-02-02;2024-02;2023-2024;TEC-03;Fabien Ortiz;Bordeaux;Dépannage;1.4;1.4;33.0;46.2;115.02;Terminée
INT-00338;DEV-00783;2024-01-18;2024-01;2023-2024;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;9.5;8.7;35.0;304.5;1436.58;Terminée
INT-00339;DEV-00785;2024-02-02;2024-02;2023-2024;TEC-08;Elodie Ravel;Toulouse;Électricité;22.0;22.1;32.0;707.2;4753.86;Terminée
INT-00340;DEV-00791;2024-02-13;2024-02;2023-2024;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;2.2;1.9;35.0;66.5;115.4;Terminée
INT-00341;DEV-00794;2024-02-12;2024-02;2023-2024;TEC-01;Marc Delaunay;Bordeaux;Dépannage;1.6;1.4;32.0;44.8;150.65;Terminée
INT-00342;DEV-00795;2024-01-15;2024-01;2023-2024;TEC-06;Pierre Vasseur;Toulouse;Chauffage;28.0;25.0;36.0;900.0;9913.67;Terminée
INT-00343;DEV-00797;2024-02-06;2024-02;2023-2024;TEC-06;Pierre Vasseur;Toulouse;Salle de bain;48.1;40.4;36.0;1454.4;6184.58;Terminée
INT-00344;DEV-00800;2024-02-08;2024-02;2023-2024;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.7;2.2;28.0;61.6;121.57;Terminée
INT-00345;DEV-00801;2024-02-12;2024-02;2023-2024;TEC-08;Elodie Ravel;Toulouse;Salle de bain;15.8;17.1;32.0;547.2;2037.93;Terminée
INT-00346;DEV-00802;2024-02-19;2024-02;2023-2024;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;3.5;3.0;35.0;105.0;270.71;Terminée
INT-00347;DEV-00804;2024-01-29;2024-01;2023-2024;TEC-03;Fabien Ortiz;Bordeaux;Électricité;15.1;14.1;33.0;465.3;1890.73;Terminée
INT-00348;DEV-00807;2024-02-13;2024-02;2023-2024;TEC-05;Sonia Mercier;Bordeaux;Dépannage;1.5;1.6;31.0;49.6;196.64;Terminée
INT-00349;DEV-00808;2024-02-16;2024-02;2023-2024;TEC-06;Pierre Vasseur;Toulouse;Salle de bain;48.6;44.3;36.0;1594.8;5610.85;Terminée
INT-00350;DEV-00809;2024-01-29;2024-01;2023-2024;TEC-01;Marc Delaunay;Bordeaux;Dépannage;3.2;3.0;32.0;96.0;303.29;Terminée
INT-00351;DEV-00816;2024-02-22;2024-02;2023-2024;TEC-08;Elodie Ravel;Toulouse;Électricité;6.6;7.5;32.0;240.0;842.19;Terminée
INT-00352;DEV-00817;2024-03-04;2024-03;2023-2024;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;41.1;43.6;31.0;1351.6;6207.97;Terminée
INT-00353;DEV-00818;2024-03-04;2024-03;2023-2024;TEC-05;Sonia Mercier;Bordeaux;Dépannage;1.5;1.5;31.0;46.5;89.79;Terminée
INT-00354;DEV-00819;2024-02-05;2024-02;2023-2024;TEC-04;Lucas Bertin;Bordeaux;Plomberie;15.1;21.2;27.0;572.4;1656.37;Terminée
INT-00355;DEV-00820;2024-02-26;2024-02;2023-2024;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;30.2;27.3;35.0;955.5;7950.03;Terminée
INT-00356;DEV-00821;2024-03-05;2024-03;2023-2024;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;3.2;2.7;35.0;94.5;241.2;Terminée
INT-00357;DEV-00823;2024-03-06;2024-03;2023-2024;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;2.1;2.0;30.0;60.0;215.72;Terminée
INT-00358;DEV-00824;2024-02-23;2024-02;2023-2024;TEC-07;Yannick Dubreuil;Toulouse;Salle de bain;6.3;6.0;30.0;180.0;562.27;Terminée
INT-00359;DEV-00825;2024-02-12;2024-02;2023-2024;TEC-06;Pierre Vasseur;Toulouse;Chauffage;8.5;8.1;36.0;291.6;1218.72;Terminée
INT-00360;DEV-00826;2024-02-22;2024-02;2023-2024;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;7.3;6.9;35.0;241.5;497.09;Terminée
INT-00361;DEV-00827;2024-02-22;2024-02;2023-2024;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;17.7;17.1;31.0;530.1;2066.58;Terminée
INT-00362;DEV-00829;2024-02-12;2024-02;2023-2024;TEC-03;Fabien Ortiz;Bordeaux;Dépannage;5.6;5.5;33.0;181.5;376.43;Terminée
INT-00363;DEV-00833;2024-02-12;2024-02;2023-2024;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;17.8;18.3;31.0;567.3;3992.2;Terminée
INT-00364;DEV-00834;2024-03-15;2024-03;2023-2024;TEC-05;Sonia Mercier;Bordeaux;Dépannage;1.1;1.1;31.0;34.1;136.93;Terminée
INT-00365;DEV-00835;2024-02-28;2024-02;2023-2024;TEC-03;Fabien Ortiz;Bordeaux;Électricité;7.8;7.4;33.0;244.2;1591.34;Terminée
INT-00366;DEV-00838;2024-03-08;2024-03;2023-2024;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;10.3;9.3;35.0;325.5;1125.64;Terminée
INT-00367;DEV-00839;2024-03-11;2024-03;2023-2024;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;2.3;2.0;35.0;70.0;156.87;Terminée
INT-00368;DEV-00844;2024-02-28;2024-02;2023-2024;TEC-04;Lucas Bertin;Bordeaux;Dépannage;2.8;3.5;27.0;94.5;234.95;Terminée
INT-00369;DEV-00856;2024-03-15;2024-03;2023-2024;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.5;2.0;28.0;56.0;108.19;Terminée
INT-00370;DEV-00858;2024-03-12;2024-03;2023-2024;TEC-02;Ahmed Zahiri;Bordeaux;Dépannage;1.6;1.5;35.0;52.5;98.91;Terminée
INT-00371;DEV-00864;2024-02-29;2024-02;2023-2024;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;6.0;6.3;31.0;195.3;508.7;Terminée
INT-00372;DEV-00865;2024-04-01;2024-04;2023-2024;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;3.2;2.9;35.0;101.5;548.82;Terminée
INT-00373;DEV-00867;2024-02-14;2024-02;2023-2024;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;1.0;0.8;35.0;28.0;53.06;Terminée
INT-00374;DEV-00868;2024-03-15;2024-03;2023-2024;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;41.1;36.5;31.0;1131.5;5018.36;Terminée
INT-00375;DEV-00871;2024-03-20;2024-03;2023-2024;TEC-02;Ahmed Zahiri;Bordeaux;Dépannage;1.6;1.6;35.0;56.0;118.21;Terminée
INT-00376;DEV-00876;2024-03-21;2024-03;2023-2024;TEC-04;Lucas Bertin;Bordeaux;Plomberie;28.3;36.2;27.0;977.4;7258.11;Terminée
INT-00377;DEV-00877;2024-03-20;2024-03;2023-2024;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;9.5;8.9;35.0;311.5;1085.66;Terminée
INT-00378;DEV-00880;2024-03-25;2024-03;2023-2024;TEC-03;Fabien Ortiz;Bordeaux;Dépannage;1.6;1.7;33.0;56.1;96.6;Terminée
INT-00379;DEV-00881;2024-03-26;2024-03;2023-2024;TEC-01;Marc Delaunay;Bordeaux;Plomberie;4.1;3.7;32.0;118.4;550.51;Terminée
INT-00380;DEV-00882;2024-04-10;2024-04;2023-2024;TEC-08;Elodie Ravel;Toulouse;Électricité;8.0;7.7;32.0;246.4;703.99;Terminée
INT-00381;DEV-00884;2024-04-08;2024-04;2023-2024;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;13.2;11.3;35.0;395.5;4298.33;Terminée
INT-00382;DEV-00890;2024-03-18;2024-03;2023-2024;TEC-06;Pierre Vasseur;Toulouse;Chauffage;12.9;11.5;36.0;414.0;3309.01;Terminée
INT-00383;DEV-00892;2024-03-26;2024-03;2023-2024;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;47.9;50.9;31.0;1577.9;9320.49;Terminée
INT-00384;DEV-00893;2024-03-25;2024-03;2023-2024;TEC-01;Marc Delaunay;Bordeaux;Plomberie;4.3;3.9;32.0;124.8;1137.52;Terminée
INT-00385;DEV-00898;2024-03-18;2024-03;2023-2024;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;27.7;28.1;35.0;983.5;8102.25;Terminée
INT-00386;DEV-00901;2024-04-01;2024-04;2023-2024;TEC-01;Marc Delaunay;Bordeaux;Dépannage;1.7;1.7;32.0;54.4;208.53;Terminée
INT-00387;DEV-00902;2024-03-12;2024-03;2023-2024;TEC-06;Pierre Vasseur;Toulouse;Chauffage;1.1;1.1;36.0;39.6;49.89;Terminée
INT-00388;DEV-00905;2024-03-04;2024-03;2023-2024;TEC-06;Pierre Vasseur;Toulouse;Chauffage;3.5;3.3;36.0;118.8;456.53;Terminée
INT-00389;DEV-00906;2024-04-18;2024-04;2023-2024;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;15.1;14.9;30.0;447.0;2887.44;Terminée
INT-00390;DEV-00915;2024-04-11;2024-04;2023-2024;TEC-06;Pierre Vasseur;Toulouse;Salle de bain;17.4;16.3;36.0;586.8;1940.5;Terminée
INT-00391;DEV-00917;2024-03-19;2024-03;2023-2024;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;15.9;15.2;30.0;456.0;3835.46;Terminée
INT-00392;DEV-00918;2024-04-15;2024-04;2023-2024;TEC-03;Fabien Ortiz;Bordeaux;Électricité;5.6;5.2;33.0;171.6;788.97;Terminée
INT-00393;DEV-00919;2024-03-25;2024-03;2023-2024;TEC-06;Pierre Vasseur;Toulouse;Chauffage;12.0;10.5;36.0;378.0;1009.86;Terminée
INT-00394;DEV-00923;2024-04-22;2024-04;2023-2024;TEC-04;Lucas Bertin;Bordeaux;Plomberie;30.3;39.6;27.0;1069.2;5516.47;Terminée
INT-00395;DEV-00926;2024-04-01;2024-04;2023-2024;TEC-03;Fabien Ortiz;Bordeaux;Électricité;17.2;17.9;33.0;590.7;1964.67;Terminée
INT-00396;DEV-00930;2024-04-08;2024-04;2023-2024;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;4.4;4.9;30.0;147.0;1282.29;Terminée
INT-00397;DEV-00933;2024-05-07;2024-05;2023-2024;TEC-03;Fabien Ortiz;Bordeaux;Électricité;42.4;42.2;33.0;1392.6;4837.6;Terminée
INT-00398;DEV-00938;2024-04-22;2024-04;2023-2024;TEC-06;Pierre Vasseur;Toulouse;Salle de bain;16.2;14.0;36.0;504.0;3097.59;Terminée
INT-00399;DEV-00942;2024-04-23;2024-04;2023-2024;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;25.4;26.6;30.0;798.0;5875.94;Terminée
INT-00400;DEV-00945;2024-04-17;2024-04;2023-2024;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;5.4;5.5;31.0;170.5;546.6;Terminée
INT-00401;DEV-00946;2024-05-06;2024-05;2023-2024;TEC-03;Fabien Ortiz;Bordeaux;Électricité;16.5;15.5;33.0;511.5;3415.33;Terminée
INT-00402;DEV-00947;2024-04-29;2024-04;2023-2024;TEC-01;Marc Delaunay;Bordeaux;Dépannage;1.1;1.2;32.0;38.4;121.54;Terminée
INT-00403;DEV-00948;2024-05-06;2024-05;2023-2024;TEC-01;Marc Delaunay;Bordeaux;Dépannage;1.1;1.1;32.0;35.2;78.81;Terminée
INT-00404;DEV-00951;2024-05-09;2024-05;2023-2024;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.7;2.3;28.0;64.4;102.48;Terminée
INT-00405;DEV-00953;2024-04-22;2024-04;2023-2024;TEC-06;Pierre Vasseur;Toulouse;Chauffage;1.0;0.9;36.0;32.4;43.78;Terminée
INT-00406;DEV-00954;2024-05-16;2024-05;2023-2024;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;10.9;9.3;35.0;325.5;3235.03;Terminée
INT-00407;DEV-00958;2024-04-29;2024-04;2023-2024;TEC-04;Lucas Bertin;Bordeaux;Dépannage;2.1;2.9;27.0;78.3;195.92;Terminée
INT-00408;DEV-00965;2024-04-30;2024-04;2023-2024;TEC-03;Fabien Ortiz;Bordeaux;Électricité;7.8;7.5;33.0;247.5;1459.74;Terminée
INT-00409;DEV-00967;2024-05-10;2024-05;2023-2024;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;5.0;5.4;31.0;167.4;681.1;Terminée
INT-00410;DEV-00973;2024-05-20;2024-05;2023-2024;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;4.5;4.4;30.0;132.0;1293.81;Terminée
INT-00411;DEV-00975;2024-05-06;2024-05;2023-2024;TEC-06;Pierre Vasseur;Toulouse;Salle de bain;6.0;5.7;36.0;205.2;616.14;Terminée
INT-00412;DEV-00977;2024-05-24;2024-05;2023-2024;TEC-06;Pierre Vasseur;Toulouse;Salle de bain;6.1;5.6;36.0;201.6;554.03;Terminée
INT-00413;DEV-00979;2024-04-24;2024-04;2023-2024;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;10.2;10.4;35.0;364.0;1470.17;Terminée
INT-00414;DEV-00982;2024-04-19;2024-04;2023-2024;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;17.8;18.3;31.0;567.3;3740.49;Terminée
INT-00415;DEV-00983;2024-04-22;2024-04;2023-2024;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;4.0;4.1;35.0;143.5;266.16;Terminée
INT-00416;DEV-00988;2024-06-05;2024-06;2023-2024;TEC-09;Mehdi Ouali;Toulouse;Dépannage;0.9;1.1;28.0;30.8;167.51;Terminée
INT-00417;DEV-00989;2024-05-23;2024-05;2023-2024;TEC-08;Elodie Ravel;Toulouse;Électricité;4.8;5.0;32.0;160.0;663.7;Terminée
INT-00418;DEV-00990;2024-06-07;2024-06;2023-2024;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.5;1.7;28.0;47.6;249.36;Terminée
INT-00419;DEV-00991;2024-05-28;2024-05;2023-2024;TEC-09;Mehdi Ouali;Toulouse;Salle de bain;11.0;13.6;28.0;380.8;1365.66;Terminée
INT-00420;DEV-00992;2024-06-13;2024-06;2023-2024;TEC-09;Mehdi Ouali;Toulouse;Dépannage;3.3;3.7;28.0;103.6;195.92;Terminée
INT-00421;DEV-00993;2024-05-20;2024-05;2023-2024;TEC-04;Lucas Bertin;Bordeaux;Plomberie;4.1;5.9;27.0;159.3;670.6;Terminée
INT-00422;DEV-00994;2024-05-16;2024-05;2023-2024;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;5.6;5.1;31.0;158.1;609.23;Terminée
INT-00423;DEV-00997;2024-05-20;2024-05;2023-2024;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;5.0;4.9;31.0;151.9;650.23;Terminée
INT-00424;DEV-00998;2024-05-28;2024-05;2023-2024;TEC-02;Ahmed Zahiri;Bordeaux;Dépannage;1.6;1.5;35.0;52.5;115.12;Terminée
INT-00425;DEV-01000;2024-05-23;2024-05;2023-2024;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;48.5;46.2;31.0;1432.2;5727.88;Terminée
INT-00426;DEV-01005;2024-05-20;2024-05;2023-2024;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;14.7;14.3;31.0;443.3;2076.19;Terminée
INT-00427;DEV-01010;2024-05-30;2024-05;2023-2024;TEC-08;Elodie Ravel;Toulouse;Électricité;16.3;18.1;32.0;579.2;1953.4;Terminée
INT-00428;DEV-01013;2024-05-30;2024-05;2023-2024;TEC-02;Ahmed Zahiri;Bordeaux;Dépannage;1.7;1.7;35.0;59.5;97.74;Terminée
INT-00429;DEV-01016;2024-05-16;2024-05;2023-2024;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;3.5;3.5;35.0;122.5;325.67;Terminée
INT-00430;DEV-01017;2024-06-11;2024-06;2023-2024;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.5;2.1;28.0;58.8;104.7;Terminée
INT-00431;DEV-01020;2024-05-17;2024-05;2023-2024;TEC-09;Mehdi Ouali;Toulouse;Dépannage;2.3;2.9;28.0;81.2;177.09;Terminée
INT-00432;DEV-01023;2024-05-27;2024-05;2023-2024;TEC-03;Fabien Ortiz;Bordeaux;Électricité;22.1;20.6;33.0;679.8;5016.16;Terminée
INT-00433;DEV-01024;2024-06-03;2024-06;2023-2024;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;4.3;4.2;30.0;126.0;686.91;Terminée
INT-00434;DEV-01030;2024-05-23;2024-05;2023-2024;TEC-04;Lucas Bertin;Bordeaux;Plomberie;5.1;7.2;27.0;194.4;1133.72;Terminée
INT-00435;DEV-01032;2024-07-01;2024-07;2024-2025;TEC-08;Elodie Ravel;Toulouse;Électricité;5.5;6.1;32.0;195.2;783.52;Terminée
INT-00436;DEV-01033;2024-06-18;2024-06;2023-2024;TEC-06;Pierre Vasseur;Toulouse;Chauffage;10.8;10.1;36.0;363.6;5360.26;Terminée
INT-00437;DEV-01034;2024-06-24;2024-06;2023-2024;TEC-09;Mehdi Ouali;Toulouse;Dépannage;2.3;3.1;28.0;86.8;136.51;Terminée
INT-00438;DEV-01035;2024-05-23;2024-05;2023-2024;TEC-04;Lucas Bertin;Bordeaux;Plomberie;5.0;6.3;27.0;170.1;1648.56;Terminée
INT-00439;DEV-01036;2024-06-07;2024-06;2023-2024;TEC-03;Fabien Ortiz;Bordeaux;Électricité;43.4;42.7;33.0;1409.1;5242.04;Terminée
INT-00440;DEV-01037;2024-06-11;2024-06;2023-2024;TEC-03;Fabien Ortiz;Bordeaux;Électricité;5.1;5.6;33.0;184.8;1598.63;Terminée
INT-00441;DEV-01042;2024-06-21;2024-06;2023-2024;TEC-03;Fabien Ortiz;Bordeaux;Électricité;16.5;15.2;33.0;501.6;2490.13;Terminée
INT-00442;DEV-01043;2024-05-28;2024-05;2023-2024;TEC-01;Marc Delaunay;Bordeaux;Dépannage;0.9;0.8;32.0;25.6;172.9;Terminée
INT-00443;DEV-01044;2024-06-18;2024-06;2023-2024;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;11.1;10.7;35.0;374.5;2893.88;Terminée
INT-00444;DEV-01049;2024-06-19;2024-06;2023-2024;TEC-03;Fabien Ortiz;Bordeaux;Électricité;14.4;15.4;33.0;508.2;1662.0;Terminée
INT-00445;DEV-01052;2024-07-03;2024-07;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.4;1.6;28.0;44.8;114.62;Terminée
INT-00446;DEV-01055;2024-06-20;2024-06;2023-2024;TEC-01;Marc Delaunay;Bordeaux;Plomberie;24.4;24.9;32.0;796.8;3374.46;Terminée
INT-00447;DEV-01056;2024-06-12;2024-06;2023-2024;TEC-09;Mehdi Ouali;Toulouse;Salle de bain;18.0;21.6;28.0;604.8;2442.23;Terminée
INT-00448;DEV-01057;2024-06-19;2024-06;2023-2024;TEC-08;Elodie Ravel;Toulouse;Électricité;5.0;4.7;32.0;150.4;1751.3;Terminée
INT-00449;DEV-01062;2024-07-03;2024-07;2024-2025;TEC-08;Elodie Ravel;Toulouse;Salle de bain;47.6;45.7;32.0;1462.4;6715.97;Terminée
INT-00450;DEV-01064;2024-06-24;2024-06;2023-2024;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;4.8;4.9;30.0;147.0;693.14;Terminée
INT-00451;DEV-01065;2024-06-14;2024-06;2023-2024;TEC-04;Lucas Bertin;Bordeaux;Plomberie;4.1;5.4;27.0;145.8;714.04;Terminée
INT-00452;DEV-01069;2024-07-01;2024-07;2024-2025;TEC-08;Elodie Ravel;Toulouse;Électricité;43.4;45.9;32.0;1468.8;10939.19;Terminée
INT-00453;DEV-01074;2024-06-18;2024-06;2023-2024;TEC-07;Yannick Dubreuil;Toulouse;Salle de bain;49.7;46.6;30.0;1398.0;5842.46;Terminée
INT-00454;DEV-01075;2024-06-24;2024-06;2023-2024;TEC-01;Marc Delaunay;Bordeaux;Plomberie;15.9;15.0;32.0;480.0;2198.69;Terminée
INT-00455;DEV-01076;2024-07-25;2024-07;2024-2025;TEC-04;Lucas Bertin;Bordeaux;Dépannage;1.5;2.0;27.0;54.0;103.53;Terminée
INT-00456;DEV-01078;2024-07-02;2024-07;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;47.6;49.4;31.0;1531.4;5776.17;Terminée
INT-00457;DEV-01080;2024-07-05;2024-07;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Électricité;48.5;47.8;33.0;1577.4;9952.33;Terminée
INT-00458;DEV-01083;2024-06-24;2024-06;2023-2024;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;2.1;2.1;30.0;63.0;191.59;Terminée
INT-00459;DEV-01086;2024-07-15;2024-07;2024-2025;TEC-06;Pierre Vasseur;Toulouse;Chauffage;3.3;2.8;36.0;100.8;403.44;Terminée
INT-00460;DEV-01088;2024-07-18;2024-07;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Électricité;15.5;14.6;33.0;481.8;1601.89;Terminée
INT-00461;DEV-01089;2024-07-17;2024-07;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Électricité;39.4;38.2;33.0;1260.6;7739.25;Terminée
INT-00462;DEV-01097;2024-06-27;2024-06;2023-2024;TEC-01;Marc Delaunay;Bordeaux;Dépannage;2.1;2.0;32.0;64.0;131.29;Terminée
INT-00463;DEV-01098;2024-07-08;2024-07;2024-2025;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;29.2;30.0;30.0;900.0;3185.11;Terminée
INT-00464;DEV-01099;2024-07-15;2024-07;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;18.1;16.4;31.0;508.4;2224.43;Terminée
INT-00465;DEV-01100;2024-06-17;2024-06;2023-2024;TEC-08;Elodie Ravel;Toulouse;Salle de bain;5.4;5.7;32.0;182.4;658.86;Terminée
INT-00466;DEV-01102;2024-07-10;2024-07;2024-2025;TEC-04;Lucas Bertin;Bordeaux;Plomberie;4.5;6.3;27.0;170.1;418.64;Terminée
INT-00467;DEV-01105;2024-07-15;2024-07;2024-2025;TEC-04;Lucas Bertin;Bordeaux;Plomberie;25.2;33.8;27.0;912.6;2850.95;Terminée
INT-00468;DEV-01113;2024-07-30;2024-07;2024-2025;TEC-08;Elodie Ravel;Toulouse;Électricité;8.0;8.1;32.0;259.2;876.42;Terminée
INT-00469;DEV-01114;2024-07-29;2024-07;2024-2025;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;4.9;5.3;30.0;159.0;714.27;Terminée
INT-00470;DEV-01122;2024-07-18;2024-07;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;49.4;44.2;31.0;1370.2;12863.77;Terminée
INT-00471;DEV-01126;2024-07-16;2024-07;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.7;2.3;28.0;64.4;102.05;Terminée
INT-00472;DEV-01129;2024-07-18;2024-07;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;3.9;3.3;35.0;115.5;244.65;Terminée
INT-00473;DEV-01131;2024-07-29;2024-07;2024-2025;TEC-04;Lucas Bertin;Bordeaux;Plomberie;2.2;3.1;27.0;83.7;149.91;Terminée
INT-00474;DEV-01133;2024-08-05;2024-08;2024-2025;TEC-07;Yannick Dubreuil;Toulouse;Salle de bain;41.2;44.3;30.0;1329.0;5801.27;Terminée
INT-00475;DEV-01134;2024-08-05;2024-08;2024-2025;TEC-07;Yannick Dubreuil;Toulouse;Salle de bain;5.8;5.7;30.0;171.0;648.46;Terminée
INT-00476;DEV-01136;2024-07-24;2024-07;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.8;2.3;28.0;64.4;131.72;Terminée
INT-00477;DEV-01138;2024-07-10;2024-07;2024-2025;TEC-08;Elodie Ravel;Toulouse;Électricité;43.6;40.0;32.0;1280.0;8402.32;Terminée
INT-00478;DEV-01139;2024-08-05;2024-08;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Dépannage;6.7;6.8;31.0;210.8;318.91;Terminée
INT-00479;DEV-01140;2024-07-26;2024-07;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;5.0;4.9;31.0;151.9;517.29;Terminée
INT-00480;DEV-01141;2024-08-14;2024-08;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;16.7;16.4;31.0;508.4;2228.12;Terminée
INT-00481;DEV-01143;2024-09-09;2024-09;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.6;2.1;28.0;58.8;106.48;Terminée
INT-00482;DEV-01147;2024-09-09;2024-09;2024-2025;TEC-01;Marc Delaunay;Bordeaux;Plomberie;27.2;26.6;32.0;851.2;2975.01;Terminée
INT-00483;DEV-01150;2024-08-20;2024-08;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.4;1.8;28.0;50.4;101.41;Terminée
INT-00484;DEV-01151;2024-08-12;2024-08;2024-2025;TEC-08;Elodie Ravel;Toulouse;Électricité;14.3;13.5;32.0;432.0;1346.47;Terminée
INT-00485;DEV-01155;2024-08-14;2024-08;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Salle de bain;45.3;56.9;28.0;1593.2;12216.46;Terminée
INT-00486;DEV-01156;2024-08-07;2024-08;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Salle de bain;16.3;19.9;28.0;557.2;4171.47;Terminée
INT-00487;DEV-01158;2024-09-02;2024-09;2024-2025;TEC-01;Marc Delaunay;Bordeaux;Plomberie;2.1;1.9;32.0;60.8;196.77;Terminée
INT-00488;DEV-01159;2024-07-18;2024-07;2024-2025;TEC-08;Elodie Ravel;Toulouse;Salle de bain;14.9;15.7;32.0;502.4;4178.72;Terminée
